"55","DREAL-AU","99","Entité racine > Dreal > DREAL-AU",,"3","{""55"":""55""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-AU","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:06:58","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"56","DREAL-BN","99","Entité racine > Dreal > DREAL-BN",,"3","{""56"":""56""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-BN","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:04","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"57","DREAL-BO","99","Entité racine > Dreal > DREAL-BO",,"3","{""57"":""57""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-BO","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:11","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"58","DREAL-BR","99","Entité racine > Dreal > DREAL-BR",,"3","{""58"":""58""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-BR","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:17","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"59","DREAL-CA","99","Entité racine > Dreal > DREAL-CA",,"3","{""59"":""59""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-CA","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:26","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"60","DREAL-CE","99","Entité racine > Dreal > DREAL-CE",,"3","{""60"":""60""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-CE","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:33","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"61","DREAL-CO","99","Entité racine > Dreal > DREAL-CO",,"3","{""61"":""61""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-CO","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:40","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"62","DREAL-FC","99","Entité racine > Dreal > DREAL-FC",,"3","{""62"":""62""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-FC","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:47","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"63","DREAL-HN","99","Entité racine > Dreal > DREAL-HN",,"3","{""63"":""63""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-HN","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:07:54","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"64","DREAL-LI","99","Entité racine > Dreal > DREAL-LI",,"3","{""64"":""64""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-LI","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:08:01","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"65","DREAL-LO","99","Entité racine > Dreal > DREAL-LO",,"3","{""65"":""65""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-LO","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:08:08","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"66","DREAL-LR","99","Entité racine > Dreal > DREAL-LR",,"3","{""66"":""66""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-LR","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:08:15","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"67","DREAL-MP","99","Entité racine > Dreal > DREAL-MP",,"3","{""67"":""67""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-MP","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:08:22","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"68","DREAL-NP","99","Entité racine > Dreal > DREAL-NP",,"3","{""68"":""68""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-NP","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:08:28","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"69","DREAL-PA","99","Entité racine > Dreal > DREAL-PA",,"3","{""69"":""69""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-PA","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:08:35","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
"70","DREAL-PC","99","Entité racine > Dreal > DREAL-PC",,"3","{""70"":""70""}","[""0""]",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,"DREAL-PC","0",,,NULL,"-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","-2","2014-01-27 14:08:42","-2","0","-10",NULL,"-2","-2","-2","-2","-2","-2","-2","0","0","10","10","-2","-2"
